repo,subrepo,lang,n_project,n_folder,n_file,n_scope,n_type,n_operation,n_operation_method,n_operation_constructor,n_variable,n_variable_field,n_variable_param,e_includes,e_contains,e_requires,e_declares,e_encloses,e_specializes,e_encapsulates,e_returns,e_instantiates,e_invokes,e_uses,e_parameterizes,e_typed,methods_per_class_mean,methods_per_class_median,methods_per_class_max,methods_per_class_std,fields_per_class_mean,fields_per_class_median,fields_per_class_max,call_fanout_mean,call_fanout_median,call_fanout_max,call_fanout_std,call_fanin_mean,call_fanin_median,call_fanin_max,call_fanin_std,arity_mean,arity_median,arity_max,field_uses_fanin_mean,field_uses_fanin_max,inh_parents_mean,inh_children_mean,inh_children_max,inh_depth_max,inh_depth_mean,file_req_out_mean,file_req_out_max,file_req_in_mean,file_req_in_max,fs_depth_max,scope_depth_max,scope_to_scope_fanout_mean,scope_to_scope_fanout_p90,scope_to_scope_fanout_max,scope_to_type_fanout_mean,scope_to_type_fanout_p90,scope_to_type_fanout_max,folder_to_folder_fanout_mean,folder_to_folder_fanout_p90,folder_to_folder_fanout_max,folder_to_file_fanout_mean,folder_to_file_fanout_p90,folder_to_file_fanout_max,num_methods_mean,num_methods_median,num_methods_max,stmts_mean,stmts_median,stmts_p90,stmts_max,stmts_std,halstead_vocabulary_mean,halstead_length_mean,halstead_volume_mean,halstead_difficulty_mean,halstead_effort_mean,halstead_estimatedBugs_mean,halstead_volume_p90,halstead_effort_p90,coverage_requires,coverage_specializes,coverage_instantiates,coverage_typed
PowerJob__PowerJob,,java,1,402,641,162,605,2159,1606,553,3866,1910,1956,1,1042,1758,1139,828,189,4069,964,532,1631,2246,1956,879,3.5686,2,34,3.83598,3.15702,1,34,0.755442,0,16,1.34864,0.755442,0,27,1.72775,0.905975,1,8,1.17592,33,0.312397,0.312397,31,3,1.33514,2.74259,29,2.74259,43,14,6,0.993827,3,13,3.70988,9,17,0.997512,2,12,1.59453,4,14,3.5686,2,34,2.82631,1,7,37,3.81204,21.6174,75.723,382.517,5.20795,8707.58,0.127506,846.497,8186.52,1,1,1,1
Qihoo360__RePlugin,,java,1,338,598,95,352,2477,2109,368,4176,1023,3153,1,935,611,648,501,53,3500,491,193,2808,3627,3153,283,7.03693,4,84,8.59415,2.90625,1,33,1.13363,1,27,2.04952,1.13363,0,199,4.98147,1.27291,1,11,3.54545,292,0.150568,0.150568,12,2,1.03846,1.02174,25,1.02174,64,16,6,0.989474,4,12,3.70526,10,49,0.997041,2,12,1.76923,5,35,7.03693,4,84,2.47073,1,5,34,2.61259,18.2859,63.9075,311.082,6.49097,5949.84,0.103694,732.546,10501.9,1,1,1,1
ReactiveX__RxAndroid,,java,1,42,46,8,15,116,101,15,45,17,28,1,87,10,27,25,0,133,15,49,61,75,28,0,7.73333,5,42,9.73288,1.13333,1,3,0.525862,0,3,0.824843,0.525862,0,7,1.30952,0.241379,0,3,4.41176,39,0,0,0,,,0.217391,2,0.217391,3,11,4,0.875,4,4,1.875,7,7,0.97619,2,8,1.09524,2,14,7.73333,5,42,4.32759,3,11,16,3.93213,17.5158,54.8947,242.564,3.01019,1020.32,0.0808548,544.094,2687.43,1,0,1,0
Team-xManager__xManager,,java,1,26,97,3,15,239,225,14,776,524,252,1,122,1,23,24,0,763,15,19,220,1683,252,6,15.9333,5,106,25.6995,34.9333,1,492,0.920502,0,31,2.70091,0.920502,1,20,2.02855,1.05439,1,8,3.21183,23,0,0,0,,,0.0103093,1,0.0103093,1,9,2,0.666667,1,1,5,15,15,0.961538,2,13,3.73077,8,23,15.9333,5,106,8.43933,2,12,454,33.786,61.8413,855.418,7889.3,15.0185,980560,2.62977,5595.4,233900,1,0,1,1
TeamNewPipe__NewPipe,,java,1,456,3086,93,484,3818,3318,500,5738,1928,3810,1,3541,856,828,713,118,5746,718,379,3544,5848,3810,651,7.88843,4,110,10.3584,3.98347,2,47,0.928235,0,19,1.6923,0.928235,0,27,1.67519,0.997905,1,10,3.0332,88,0.243802,0.243802,9,4,1.3,0.277382,36,0.277382,29,12,5,0.956989,2,13,5.2043,13,42,0.997807,1,144,6.76754,12,141,7.92149,4,110,2.69641,2,6,53,3.21358,19.8618,70.8593,350.659,6.54852,6923.54,0.116886,816.141,10895.9,1,1,1,1
Tencent__APIJSON,,java,1,14,111,5,66,1387,1301,86,2209,522,1687,1,124,127,127,75,18,1909,400,52,1856,988,1687,185,21.0152,6,253,38.98,7.90909,2,82,1.33814,0,57,4.1129,1.33814,1,46,2.89275,1.21629,1,10,1.89272,26,0.272727,0.272727,2,2,1.21429,1.14414,29,1.14414,18,9,2,0.8,3,3,13.2,29,29,0.928571,3,3,7.92857,20,25,21.0152,6,253,1.71449,1,4,55,3.27483,16.3919,87.9787,509.775,7.56825,35005.3,0.169925,770.382,13442.8,1,1,1,1
Tencent__QMUI_Android,,java,1,280,1857,54,584,4952,4295,657,8768,2474,6294,1,2136,1304,960,845,285,7426,1105,552,5240,7074,6294,891,8.47945,4,94,12.7046,4.2363,1,60,1.05816,0,29,1.93144,1.05816,0,67,3.05692,1.271,1,12,2.85934,50,0.488014,0.488014,65,4,1.97266,0.702208,36,0.702208,74,14,7,0.981481,3,11,10.8148,26,56,0.996429,1,17,6.63214,8,844,8.47945,4,94,2.41317,1,5,62,3.38236,16.2044,65.3739,316.6,5.9879,8346.3,0.105533,775.047,10349.3,1,1,1,1
Tencent__Shadow,,java,1,848,972,131,526,2690,2185,505,3675,760,2915,1,1819,968,943,732,298,3450,759,316,2085,2290,2915,1057,5.11407,3,116,8.32824,1.44487,0,33,0.775093,0,21,1.34592,0.775093,0,77,2.93225,1.08364,1,9,3.01316,116,0.56654,0.56654,54,4,1.5614,0.995885,24,0.995885,125,20,9,0.954198,3,13,4,10,41,0.998821,2,13,1.14623,3,30,5.11407,3,116,2.01561,1,4,53,2.59004,15.5259,46.9845,215.2,4.11777,2697.55,0.0717335,473.673,4813.25,1,1,1,1
Tencent__tinker,,java,1,250,348,54,309,1865,1539,326,4298,1560,2738,1,597,601,497,481,72,3425,464,250,2502,4498,2738,561,6.0356,3,71,8.4349,5.04854,1,222,1.34155,1,33,2.72408,1.34155,1,69,3.50484,1.4681,1,12,2.88333,58,0.23301,0.23301,15,3,1.12676,1.72701,36,1.72701,34,13,6,0.944444,3,10,5.72222,15,59,0.996,2,8,1.392,4,23,6.0356,3,71,2.93887,2,6,66,4.21723,20.5969,89.58,475.38,8.87788,16130.5,0.15846,978.612,20124.5,1,1,1,1
TheWidlarzGroup__react-native-video,,java,1,215,547,26,52,373,322,51,627,239,388,1,761,23,90,89,4,612,59,21,283,508,388,71,7.17308,3,124,18.0115,4.59615,0,77,0.758713,0,11,1.36235,0.758713,0,27,1.66036,1.04021,1,8,2.12552,34,0.0769231,0.0769231,1,1,1,0.0420475,18,0.0420475,2,12,5,0.884615,4,5,2,5,14,0.995349,3,8,2.54419,6,23,7.17308,3,124,2.37265,1,5,24,3.11237,16.2526,55.7123,266.919,4.82449,4634.59,0.0889731,596.956,5652.26,1,1,1,1
TooTallNate__Java-WebSocket,,java,1,45,203,18,196,1582,1356,226,1380,340,1040,1,247,535,343,220,76,1922,292,400,1390,1304,1040,355,8.07143,4,304,23.281,1.73469,0,23,0.878635,0,22,1.90924,0.878635,0,41,2.68685,0.657396,0,6,3.83529,303,0.387755,0.387755,13,5,2.3913,2.63547,28,2.63547,43,9,3,0.944444,1,15,9.66667,20,43,0.977778,2,12,4.51111,11,27,8.12245,4,304,2.95638,1,6,76,4.36976,19.1169,68.7781,330.657,5.16478,5230.53,0.110219,718.62,5696.47,1,1,1,1
Yalantis__uCrop,,java,1,73,151,10,53,442,385,57,880,366,514,1,223,59,88,80,8,808,76,35,433,950,514,55,8.33962,5,35,9.32221,6.90566,2,41,0.979638,0,20,2.10301,0.979638,1,13,1.28586,1.1629,1,12,2.59563,34,0.150943,0.150943,2,2,1.28571,0.390728,10,0.390728,4,11,4,0.9,1,6,5.3,12,14,0.986301,1,29,2.06849,5,17,8.33962,5,35,2.86199,1,7,30,3.83853,18.6215,76.6215,378.376,6.85113,7278.78,0.126125,906.445,13070.1,1,1,1,1
YoKeyword__Fragmentation,,java,1,123,286,60,155,1125,957,168,1751,503,1248,1,408,251,280,243,70,1628,312,140,1055,1463,1248,254,7.25806,5,70,9.34834,3.24516,2,34,0.937778,1,13,1.34846,0.937778,0,27,1.80903,1.10933,1,8,2.90855,49,0.451613,0.451613,18,3,2.21875,0.877622,15,0.877622,22,15,8,0.966667,4,7,2.58333,5,23,0.99187,2,11,2.3252,4,49,7.25806,5,70,2.14489,1,4,42,2.42787,14.2227,42.3005,187.108,3.17354,1515.68,0.0623693,426.899,2905.36,1,1,1,1
aa112901__remusic,,java,1,86,804,33,487,3762,3258,504,6058,2603,3455,1,889,701,758,735,109,6365,608,396,2496,6942,3455,382,7.72485,4,119,12.6638,5.34497,3,128,0.663477,0,19,1.53862,0.663477,0,31,1.78063,0.918394,1,8,2.66692,67,0.223819,0.223819,16,2,1.1375,0.871891,22,0.871891,40,11,4,0.969697,2,20,14.7576,41,76,0.988372,2,20,9.34884,23,209,7.72485,4,119,2.60526,1,6,396,7.23537,16.6064,62.8163,319.714,5.82554,7831.12,0.106571,766.197,9430.94,1,1,1,1
abel533__Mapper,,java,1,255,492,95,450,3340,2982,358,3635,598,3037,1,746,726,833,610,188,3938,804,422,3152,1459,3037,170,7.42222,4,59,9.14012,1.32889,0,24,0.943713,0,29,2.21383,0.943713,0,159,4.7616,0.909281,1,7,2.4398,30,0.417778,0.417778,40,3,1.38,1.47561,18,1.47561,42,12,5,0.989474,3,30,4.73684,10,50,0.996078,2,15,1.92941,6,18,7.42222,4,59,1.4476,1,3,31,2.43686,14.7514,51.9653,236.907,3.3098,2254.69,0.078969,614.32,3633.73,1,1,1,1
airbnb__epoxy,,java,1,347,972,22,486,5066,4588,478,6137,1079,5058,1,1318,191,891,588,357,6145,2489,324,4100,4990,5058,887,10.4239,3,70,13.8716,2.22016,1,22,0.809317,0,27,1.38015,0.809317,0,649,10.8412,0.998421,1,33,4.62465,29,0.734568,0.734568,132,3,1.16538,0.196502,8,0.196502,33,13,5,0.954545,2,11,22.0909,18,409,0.997118,2,24,2.80115,4,233,10.4239,3,70,2.52231,2,5,30,2.85524,13.3275,42.0907,180.805,2.86291,1672.85,0.0602683,365.673,2486.01,1,1,1,1
airbnb__lottie-android,,java,1,263,1256,16,250,1739,1484,255,2686,925,1761,1,1518,698,461,304,131,2664,553,232,2512,2666,1761,706,6.956,4,119,12.224,3.7,1,53,1.44451,1,25,2.71361,1.44451,1,62,3.58848,1.01265,1,25,2.88216,83,0.524,0.524,14,2,1.26471,0.555732,20,0.555732,54,12,4,0.9375,3,7,15.625,41,50,0.996198,2,19,4.77567,8,233,6.956,4,119,2.70788,1,7,40,3.58432,16.4561,68.2143,332.768,6.24505,8343.14,0.110923,765.79,11064.1,1,1,1,1
alibaba__ARouter,,java,1,136,156,29,82,405,336,69,615,218,397,1,291,163,163,111,24,623,133,37,371,466,397,74,4.93902,2,58,7.80767,2.65854,0,50,0.916049,0,24,2.57775,0.916049,1,15,1.66529,0.980247,1,9,2.13761,31,0.292683,0.292683,10,2,1.29167,1.04487,16,1.04487,16,13,6,0.965517,3,9,2.82759,6,9,0.992647,2,12,1.14706,3,10,4.93902,2,58,1.48395,1,3,10,1.46662,16.8051,60.4007,319.959,4.30251,5835.95,0.106653,737.682,7291.17,1,1,1,1
alibaba__COLA,,java,1,521,702,79,380,1348,986,362,1424,569,855,1,1222,636,745,472,142,1917,620,302,856,885,855,359,3.54737,2,23,3.09335,1.49737,1,19,0.635015,0,12,1.30975,0.635015,0,16,1.55236,0.634273,0,5,1.55536,18,0.373684,0.373684,14,3,1.80597,0.905983,18,0.905983,26,15,6,0.987342,3,13,4.81013,10,20,0.998081,2,11,1.34741,3,23,3.54737,2,23,1.91914,1,4,36,2.44315,12.7725,38.7868,165.971,2.53041,837.8,0.0553236,358.614,1751.76,1,1,1,1
alibaba__DataX,,java,1,1265,1371,210,1049,5820,4735,1085,9573,4423,5150,1,2635,2089,1849,1498,426,10243,1450,728,8022,10037,5150,1799,5.54814,4,70,6.47867,4.2164,2,82,1.37835,0,42,2.6487,1.37835,0,477,9.58814,0.88488,1,16,2.26927,27,0.406101,0.406101,63,4,2.31884,1.52371,27,1.52371,254,14,7,0.995238,3,41,4.99524,11,27,0.999209,2,83,1.08379,3,19,5.551,4,70,2.53471,1,6,46,3.13724,19.3472,74.5001,382.233,6.3066,7646.98,0.127411,1014.68,15956.7,1,1,1,1
alibaba__Sentinel,,java,1,1741,1580,369,1277,7013,5719,1294,7949,2387,5562,1,3320,3470,2443,1750,365,9400,2220,1105,9100,6457,5562,1114,5.49178,4,44,5.46457,1.86922,1,30,1.29759,0,44,2.66072,1.29759,0,147,5.11016,0.793099,0,11,2.70507,50,0.285826,0.285826,38,4,1.22652,2.1962,30,2.1962,144,17,9,0.99458,3,26,3.45799,8,40,0.999426,2,29,0.907524,3,18,5.49178,4,44,2.58206,1,6,70,3.96804,15.7,54.5172,255.791,4.13418,3087.58,0.0852636,697.974,6043.42,1,1,1,1
alibaba__arthas,,java,1,400,1229,120,761,5579,4761,818,7051,2183,4868,1,1628,1486,1409,985,311,7762,1470,677,5078,5012,4868,1084,7.33114,5,87,8.44605,2.86859,1,45,0.910199,0,52,2.50971,0.910199,0,84,2.75296,0.872558,1,9,2.29592,22,0.408673,0.408673,47,3,1.12625,1.20911,42,1.20911,111,15,8,0.941667,2,12,6.33333,14,82,0.9975,2,25,3.0725,6,136,7.33903,5,87,2.00699,1,4,78,3.19938,14.3451,52.254,250.671,4.49167,6075.63,0.0835572,585,6468.97,1,1,1,1
alibaba__canal,,java,1,902,1323,210,942,8890,7794,1096,10768,3874,6894,1,2224,1847,1633,1401,398,12764,3127,1109,10139,10794,6894,1801,9.43737,5,145,12.6034,4.11253,2,122,1.14049,0,83,3.33323,1.14049,0,52,2.79437,0.775478,1,14,2.78627,91,0.422505,0.422505,28,3,1.35493,1.39607,31,1.39607,47,16,8,0.990476,3,17,4.48571,9,116,0.998891,2,22,1.46674,3,160,9.44268,5,145,2.30652,1,5,68,3.38507,18.0225,76.6078,395.42,6.3309,12342.1,0.131807,995.201,14758.9,1,1,1,1
alibaba__easyexcel,,java,1,200,626,131,551,2776,2219,557,3787,1424,2363,1,825,1901,1079,703,261,4200,914,542,2694,1747,2363,995,5.03811,3,128,7.92458,2.58439,1,40,0.970461,0,22,2.0671,0.970461,0,86,4.24873,0.851225,0,14,1.22683,18,0.473684,0.473684,50,6,2.1822,3.03674,46,3.03674,73,13,6,0.984733,3,26,4.20611,9,27,0.995,2,26,3.13,7,24,5.04174,3,128,2.47408,1,6,43,4.03774,16.0315,52.8898,250.15,3.90322,2900.51,0.0833834,687.888,4965.48,1,1,1,1
alibaba__jvm-sandbox,,java,1,158,252,61,327,1646,1377,269,2147,563,1584,1,409,428,537,495,152,2209,525,364,2197,1528,1584,453,5.03364,3,37,5.59834,1.72171,0,30,1.33475,0,24,2.79673,1.33475,0,78,4.37632,0.962333,1,10,2.71403,72,0.464832,0.464832,23,3,1.27692,1.69841,15,1.69841,32,15,8,0.967213,2,8,5.36066,15,25,0.993671,2,12,1.59494,5,18,5.0367,3,37,1.8384,1,4,25,2.20915,18.9469,68.7983,340.501,5.10977,4527.34,0.1135,839.668,8515.37,1,1,1,1
alibaba__otter,,java,1,558,1234,326,994,7268,6273,995,8452,2814,5638,1,1791,3038,1882,1421,470,10082,1833,1130,8583,6693,5638,1905,7.31187,5,148,9.26175,2.83099,2,46,1.18093,0,89,3.60298,1.18093,0,68,3.07687,0.775729,1,9,2.37846,59,0.472837,0.472837,23,4,1.41284,2.46191,35,2.46191,81,17,9,0.996933,3,14,3.04908,6,57,0.998208,2,14,2.21147,5,69,7.31791,5,148,2.04582,1,4,61,3.1906,14.4841,51.6559,246.842,3.86137,3447.79,0.0822805,649.275,6424.8,1,1,1,1
alibaba__spring-cloud-alibaba,,java,1,956,817,183,606,3100,2488,612,3292,1256,2036,1,1772,554,1081,919,50,4356,896,298,1679,2918,2036,414,5.11551,3,120,7.83766,2.07261,1,61,0.541613,0,51,1.96269,0.541613,0,26,1.19483,0.656774,0,7,2.32325,16,0.0825083,0.0825083,9,2,1.20408,0.678091,12,0.678091,25,18,9,0.994536,2,15,3.31148,7,62,0.998954,2,13,0.854603,2,14,5.11551,3,120,1.93355,1,4,54,2.79356,12.3125,40.7393,182.937,2.9892,4768.45,0.060979,423.729,2372.01,1,1,1,1
alibaba__transmittable-thread-local,,java,1,197,288,43,146,846,713,133,1077,279,798,1,484,215,251,229,107,1125,190,87,610,600,798,75,5.79452,4,31,4.95309,1.91096,1,11,0.72104,0,10,1.17307,0.72104,0,21,1.84512,0.943262,1,5,2.15054,15,0.732877,0.732877,18,3,1.22973,0.746528,8,0.746528,14,14,6,0.976744,2,6,3.39535,8,19,0.994924,2,11,1.46193,5,13,5.83562,4,31,2.04728,1,4,15,1.93454,16.9014,50.69,229.077,5.20022,2260.26,0.0763589,598.641,5297.89,1,1,1,1
amitshekhariitbhu__Android-Debug-Database,,java,1,127,142,18,58,270,216,54,470,141,329,1,268,50,112,79,5,411,69,42,145,284,329,22,4.65517,3,19,3.84417,2.43103,1,26,0.537037,0,13,1.61375,0.537037,0,6,0.87163,1.21852,1,6,2.01418,9,0.0862069,0.0862069,3,1,1,0.352113,12,0.352113,6,11,4,0.944444,3,5,3.22222,6,9,0.992126,2,10,1.11811,3,16,4.65517,3,19,2.55926,1,6,30,3.38764,18.1623,62.7225,308.778,5.43466,6048.58,0.102926,622.358,6667.49,1,1,1,1
amitshekhariitbhu__android-interview-questions,,java,1,3,8,0,1,2,1,1,1,0,1,1,10,0,1,0,0,2,1,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,,,0,0,0,,,0,0,0,0,3,,,,,,,,0.666667,2,2,2.66667,6,6,2,2,2,1,1,1,1,0,10,15,49.8289,1.625,80.972,0.0166096,49.8289,80.972,0,0,0,0
amitshekhariitbhu__from-java-to-kotlin,,java,1,3,8,0,2,9,7,2,7,2,5,1,10,0,2,0,0,11,2,0,0,12,5,0,4.5,4.5,8,3.5,1,1,2,0,0,0,0,0,0,0,0,0.555556,0,2,6,6,0,0,0,,,0,0,0,0,3,,,,,,,,0.666667,2,2,2.66667,4,4,4.5,4.5,8,1.88889,1,5,5,1.36987,10.8571,31.5714,123.552,3.62033,996.959,0.041184,428.105,5351.32,0,0,0,0
android-async-http__android-async-http,,java,1,51,140,7,94,806,685,121,1346,307,1039,1,190,141,173,115,50,1113,224,75,714,832,1039,154,8.57447,7,101,11.755,3.26596,2,22,0.885856,0,10,1.4842,0.885856,0,22,2.41929,1.28908,1,6,2.7101,50,0.531915,0.531915,19,3,2.2,1.00714,6,1.00714,33,12,5,0.857143,2,2,13.4286,45,45,0.980392,1,11,2.7451,3,37,8.57447,7,101,1.79777,1,4,21,2.21489,15.5042,50.9665,239.114,4.06174,3205.67,0.0797048,680,7494.71,1,1,1,1
android-hacker__VirtualXposed,,java,1,266,824,176,1332,4636,3246,1390,7202,2491,4711,1,1089,1653,1879,2288,703,7127,1582,416,4405,4933,4711,582,3.48048,1,83,6.47996,1.87012,0,59,0.950173,1,40,1.7006,0.950173,0,169,5.18517,1.01618,1,10,1.98033,61,0.527778,0.527778,167,4,1.47076,2.00607,56,2.00607,170,15,7,0.971591,2,45,7.56818,13,379,0.996241,2,45,3.09774,8,31,3.48048,1,83,2.17364,1,5,65,3.23868,17.8327,62.9343,308.808,5.91717,5770.44,0.102936,751.615,9599.52,1,1,1,1
android10__Android-CleanArchitecture,,java,1,101,122,40,97,424,342,82,391,177,214,1,222,159,178,152,31,601,105,52,248,362,214,137,4.37113,3,21,3.66178,1.82474,1,10,0.584906,0,11,1.19249,0.584906,0,6,0.883474,0.504717,0,4,2.0452,9,0.319588,0.319588,3,1,1,1.30328,10,1.30328,14,14,7,0.975,4,7,2.425,5,11,0.990099,2,7,1.20792,3,10,4.37113,3,21,1.66274,1,3,9,1.45593,11.2052,27.8582,105.678,1.94443,330.333,0.0352262,262.731,838.881,1,1,1,1
android__testing-samples,,java,1,751,692,30,69,286,217,69,288,139,149,1,1442,6,132,104,1,425,74,18,105,262,149,22,4.14493,4,9,2.09399,2.01449,2,10,0.367133,0,5,0.789908,0.367133,0,8,0.983164,0.520979,0,4,1.88489,7,0.0144928,0.0144928,1,1,1,0.00867052,2,0.00867052,2,16,6,0.966667,1,13,2.3,4,9,0.998668,2,14,0.921438,2,12,4.14493,4,9,2.24476,1,5,10,1.92233,14.7109,40.2559,167.362,2.31541,668.591,0.0557873,334.702,1296.75,1,1,1,1
antlr__antlr4,,java,1,280,2264,43,596,4497,3766,731,6090,1494,4596,1,2543,1760,1107,723,338,5991,1396,1334,6135,6056,4596,2226,7.5453,4,85,10.196,2.50671,1,61,1.36424,1,27,2.13786,1.36424,0,84,4.21671,1.02201,1,17,4.05355,101,0.567114,0.567114,10,7,2.01246,0.777385,47,0.777385,71,13,7,0.976744,2,12,13.8605,33,82,0.996429,2,14,8.08571,21,128,7.54866,4,85,3.03625,2,7,137,4.03969,19.6575,72.6201,363.915,5.35823,6712.21,0.121305,817.25,8595,1,1,1,1
apache__shardingsphere-elasticjob,,java,1,858,1049,211,573,2371,1846,525,2281,1092,1189,1,1906,1363,1107,822,183,3463,654,693,2899,2815,1189,796,4.13787,3,31,4.09361,1.90576,1,24,1.22269,0,28,2.12955,1.22269,0,127,5.34434,0.501476,0,9,2.57784,26,0.319372,0.319372,13,2,1.22951,1.29933,16,1.29933,76,17,9,0.995261,3,17,2.71564,6,20,0.998834,2,16,1.22261,3,35,4.13962,3,31,2.50991,1,6,43,3.01315,17.3397,55.5157,250.689,2.35933,959.833,0.0835631,591.305,2133.26,1,1,1,1
arduino__Arduino,,java,1,174,778,50,318,2319,1956,363,2972,1055,1917,1,951,577,594,407,78,3374,516,371,3595,2803,1917,459,7.29245,4,87,9.40557,3.31761,1,59,1.55024,0,94,3.5953,1.55024,1,180,4.95438,0.826649,1,7,2.65687,24,0.245283,0.245283,8,2,1.19481,0.741645,33,0.741645,30,13,4,0.94,2,11,6.36,13,63,0.994253,2,17,4.47126,10,136,7.2956,4,87,3.2182,1,7,186,6.55338,17.7157,70.9339,368.127,5.34423,7024.52,0.122709,839.668,10365.5,1,1,1,1
aritraroy__UltimateAndroidReference,,java,1,3,7,3,1,4,3,1,6,2,4,1,9,0,2,3,0,6,3,1,0,6,4,0,4,4,4,0,2,2,2,0,0,0,0,0,0,0,0,1,1,1,3,3,0,0,0,,,0,0,0,0,3,2,0.666667,1,1,0.333333,1,1,0.666667,2,2,2.33333,3,3,4,4,4,1.75,1.5,3,3,0.829156,10.3333,23.6667,82.8579,2.63333,216.907,0.0276193,114.221,322.288,0,0,1,0
asLody__VirtualApp,,java,1,264,933,169,1277,4819,3484,1335,7615,2620,4995,1,1196,1569,1830,2165,656,7439,1575,418,4250,5314,4995,572,3.77369,1,79,6.57965,2.05168,0,59,0.881926,0,30,1.57432,0.881926,0,167,4.67104,1.03652,1,11,2.02824,61,0.513704,0.513704,164,4,1.39663,1.68167,50,1.68167,167,15,7,0.970414,2,43,7.55621,14,327,0.996212,3,43,3.53409,10,32,3.77369,1,79,2.08882,1,4,49,2.92225,17.1514,61.3259,295.693,5.83683,5410.15,0.0985642,747.37,9350.61,1,1,1,1
ashishps1__awesome-system-design-resources,,java,1,7,15,0,5,19,14,5,26,10,16,1,21,0,5,0,0,29,5,5,9,24,16,0,3.8,4,5,0.748331,2,2,4,0.473684,0,3,0.818755,0.473684,0,1,0.499307,0.842105,1,2,2.4,3,0,0,0,,,0,0,0,0,5,,,,,,,,0.857143,2,2,2.14286,5,5,3.8,4,5,2.78947,3,4,5,1.19556,21,62.2857,277.544,6.6888,2500.49,0.0925146,512.835,5067.73,0,0,1,0
baomidou__mybatis-plus,,java,1,397,900,183,846,7753,6928,825,10680,1504,9176,1,1296,1749,1535,1185,390,9257,1467,1073,8378,3309,9176,522,9.1643,3,83,14.4783,1.77778,0,70,1.08061,1,25,1.79271,1.08061,0,392,10.4578,1.18354,1,14,2.20013,264,0.460993,0.460993,58,4,1.55524,1.94333,21,1.94333,67,15,8,0.994536,3,37,4.62295,11,37,0.997481,2,27,2.267,6,30,9.16667,3,83,1.95242,1,4,223,4.36981,17.5976,66.6341,315.649,3.43814,2278.4,0.105216,760.568,4262.32,1,1,1,1
beemdevelopment__Aegis,,java,1,147,570,33,384,2073,1674,399,2671,776,1895,1,716,698,623,561,99,2849,637,489,2552,2066,1895,496,5.39844,3,84,8.26231,2.02083,1,34,1.23107,0,29,2.29098,1.23107,1,47,2.73516,0.914134,1,9,2.66237,69,0.257812,0.257812,24,3,1.13131,1.22456,32,1.22456,47,12,5,0.969697,1,14,11.6364,32,57,0.993197,1,62,3.87755,9,61,5.39844,3,84,2.53932,1,5,75,3.81261,18.6076,62.0335,304.955,4.51567,4402.7,0.101652,661.37,5545.97,1,1,1,1
bilibili__DanmakuFlameMaster,,java,1,97,144,25,134,1203,1066,137,1823,671,1152,1,240,218,212,212,61,1874,257,112,1356,2330,1152,486,8.97761,5,58,11.7133,5.00746,2,49,1.12718,0,28,2.445,1.12718,1,25,2.11976,0.957606,1,9,3.47243,35,0.455224,0.455224,9,3,1.48214,1.51389,18,1.51389,27,12,5,0.88,3,5,5.36,17,28,0.989691,2,8,1.48454,4,18,8.97761,5,58,2.08479,1,5,31,2.72871,15.1939,55.1926,262.511,5.48876,5592.34,0.0875038,579.641,7033.03,1,1,1,1
bumptech__glide,,java,1,537,1185,68,1073,6975,5945,1030,8005,2887,5118,1,1721,1958,1737,1548,426,9862,1946,1573,7846,10084,5118,1876,6.50047,4,92,9.39653,2.69059,1,47,1.12487,1,19,1.68273,1.12487,0,133,3.93069,0.733763,0,21,3.4929,81,0.397018,0.397018,39,3,1.21594,1.65232,60,1.65232,109,14,5,0.970588,2,19,15.7794,37,110,0.998138,2,16,2.2067,5,176,6.50047,4,92,2.54136,1,6,39,2.68819,18.1746,64.252,298.35,3.69428,2854.64,0.0994498,652.611,3872.63,1,1,1,1
bytedeco__javacv,,java,1,27,141,7,175,2224,1955,269,3406,1167,2239,1,167,58,251,210,74,3391,421,316,1767,4045,2239,317,12.7086,6,127,17.7278,6.66857,3,51,0.794514,0,37,2.07905,0.794514,0,57,1.94241,1.00674,1,12,3.46615,42,0.422857,0.422857,12,2,1.20312,0.411348,5,0.411348,12,9,3,0.714286,2,2,20,133,133,0.962963,2,4,5.22222,7,68,12.7086,6,127,2.79721,1,7,49,4.94109,20.4456,116.215,656.341,10.7087,39289,0.21878,1844.09,57909,1,1,1,1
cabaletta__baritone,,java,1,142,392,87,415,2651,2277,374,4070,1040,3030,1,533,1123,765,564,222,3691,748,425,3353,3183,3030,1023,6.38795,5,72,7.39628,2.50602,1,238,1.26481,0,35,2.95612,1.26481,0,115,3.92854,1.14296,1,11,3.06058,74,0.53494,0.53494,13,4,1.6129,2.8648,27,2.8648,66,11,5,0.965517,3,11,4.77011,12,43,0.992958,2,9,2.76056,8,37,6.43133,5,72,2.05279,1,5,40,2.98264,19.5228,80.9279,430.572,7.03899,14993.8,0.143524,916.507,13430.2,1,1,1,1
