repo,subrepo,lang,n_project,n_folder,n_file,n_scope,n_type,n_operation,n_operation_method,n_operation_constructor,n_variable,n_variable_field,n_variable_param,e_includes,e_contains,e_requires,e_declares,e_encloses,e_specializes,e_encapsulates,e_returns,e_instantiates,e_invokes,e_uses,e_parameterizes,e_typed,methods_per_class_mean,methods_per_class_median,methods_per_class_max,methods_per_class_std,fields_per_class_mean,fields_per_class_median,fields_per_class_max,call_fanout_mean,call_fanout_median,call_fanout_max,call_fanout_std,call_fanin_mean,call_fanin_median,call_fanin_max,call_fanin_std,arity_mean,arity_median,arity_max,field_uses_fanin_mean,field_uses_fanin_max,inh_parents_mean,inh_children_mean,inh_children_max,inh_depth_max,inh_depth_mean,file_req_out_mean,file_req_out_max,file_req_in_mean,file_req_in_max,fs_depth_max,scope_depth_max,scope_to_scope_fanout_mean,scope_to_scope_fanout_p90,scope_to_scope_fanout_max,scope_to_type_fanout_mean,scope_to_type_fanout_p90,scope_to_type_fanout_max,folder_to_folder_fanout_mean,folder_to_folder_fanout_p90,folder_to_folder_fanout_max,folder_to_file_fanout_mean,folder_to_file_fanout_p90,folder_to_file_fanout_max,num_methods_mean,num_methods_median,num_methods_max,stmts_mean,stmts_median,stmts_p90,stmts_max,stmts_std,halstead_vocabulary_mean,halstead_length_mean,halstead_volume_mean,halstead_difficulty_mean,halstead_effort_mean,halstead_estimatedBugs_mean,halstead_volume_p90,halstead_effort_p90,coverage_requires,coverage_specializes,coverage_instantiates,coverage_typed,n_type_inbound,n_type_outbound,n_type_transit,n_type_hidden,pct_type_classified,pkg_pct_inbound_mean,pkg_pct_outbound_mean,pkg_pct_transit_mean,pkg_pct_hidden_mean,pkg_pct_inbound_max,pkg_pct_outbound_max,pkg_pct_transit_max,pkg_pct_hidden_max,pkg_profile_entropy_mean,pct_pkg_dominant_inbound,pct_pkg_dominant_outbound,pct_pkg_dominant_transit,pct_pkg_dominant_hidden
wang-xinyu__tensorrtx,,cpp,1,70,282,19,164,1401,742,111,16516,441,5675,293,352,0,23135,333,6,16903,25,42,350,7075,38,314,5.20122,0,56,9.4341,2.68902,1,17,0.249822,0,19,1.09132,0.24768,0,11,0.787598,0.0264097,0,4,2.06576,42,0.0365854,0.0365854,1,1,1,0,0,0,0,4,1,0.0526316,0,1,6,32,36,0.985714,2,46,4.02857,8,13,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,164,1,0,0,0,1,0,0,0,1,0,0,0,0,1
wangyu-__UDPspeeder,,cpp,1,3,41,1,127,580,98,16,2904,413,1423,55,44,0,3878,9,4,2858,1,5,861,3324,5,143,0.897638,0,15,2.66454,3.25197,0,88,1.48448,1,19,2.42646,1.45345,1,45,3.10942,0.00344828,0,1,2.97579,64,0.0314961,0.0314961,4,1,1,0,0,0,0,3,0,0,0,0,1,1,1,0.666667,2,2,13.6667,23,23,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,127,1,0,0,0,1,0,0,0,1,0,0,0,0,1
wangyu-__udp2raw,,cpp,1,6,53,1,151,671,65,13,3793,462,1953,73,59,0,4967,11,2,3527,0,6,1091,4427,5,167,0.516556,0,16,2.14029,3.0596,0,88,1.62593,1,21,2.46922,1.57973,1,85,4.26707,0.00298063,0,1,3.20996,60,0.013245,0.013245,2,1,1,0,0,0,0,5,0,0,0,0,1,1,1,0.833333,2,2,8.83333,22,22,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,151,1,0,0,0,1,0,0,0,1,0,0,0,0,1
wjakob__instant-meshes,,cpp,1,5,44,8,236,1157,418,46,5327,285,2769,86,49,0,6904,784,5,5489,416,247,1064,4311,203,754,1.9661,0,71,8.29073,1.20763,0,93,0.91962,0,32,1.62721,0.890233,0,58,3.67442,0.129646,0,5,3.16491,42,0.0211864,0.0211864,2,1,1,0,0,0,0,4,2,0.75,2,2,16.375,57,57,0.8,2,2,8.8,41,41,,,,,,,,,,,,,,,,,0,1,1,1,2,2,2,230,1,0.0111111,0.0111111,0.4,0.577778,0.0277778,0.0277778,1,1,0.14604,0,0,0.4,0.6
wjakob__nanogui,,cpp,1,13,93,7,865,835,666,69,5279,302,1568,205,106,0,7998,130,38,3340,18,32,260,2493,51,92,0.849711,0,71,4.6885,0.349133,0,55,0.311377,0,22,1.41296,0.279042,0,10,0.764468,0.0443114,0,6,1.50993,18,0.0439306,0.0439306,17,5,2.42105,0,0,0,0,6,1,0.428571,2,2,9.28571,45,45,0.923077,2,4,7.15385,33,34,,,,,,,,,,,,,,,,,0,1,1,1,13,4,0,848,1,0.211111,0.0981481,0,0.690741,1,0.5,0,1,0.388944,0.166667,0,0,0.833333
wuye9036__CppTemplateTutorial,,cpp,1,1,5,20,141,47,12,0,256,23,47,3,6,0,464,171,4,243,0,0,3,22,101,6,0.0851064,0,2,0.325933,0.163121,0,2,0.0638298,0,1,0.244449,0.0638298,0,1,0.244449,0.510638,0,2,0,0,0.0283688,0.0283688,1,2,1.25,0,0,0,0,2,0,0,0,0,4.05,9,12,0,0,0,5,5,5,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,141,1,0,0,0,1,0,0,0,1,0,0,0,0,1
wwmm__easyeffects,,cpp,1,3,264,150,238,1540,487,244,8206,2004,3550,674,267,0,10855,1756,61,7407,5,34,200,2486,69,292,3.07143,0,42,5.87967,8.42017,4,50,0.12987,0,8,0.586662,0.126623,0,28,1.26858,0.0435065,0,3,0.215569,31,0.256303,0.256303,29,1,1,0,0,0,0,3,2,0.926667,0,45,0.84,2,22,0.666667,2,2,88,137,137,,,,,,,,,,,,,,,,,0,1,1,1,0,1,0,237,1,0,0.00628931,0,0.993711,0,0.333333,0,1,0.0173263,0,0,0,1
xtaci__algorithms,,cpp,1,5,143,2,146,707,453,80,2434,295,797,169,148,0,3436,198,12,2987,24,36,612,2895,63,98,3.65068,1,33,5.64667,2.02055,2,7,0.865629,0,84,3.39778,0.862801,0,15,1.62707,0.0381895,0,1,3.34915,24,0.0821918,0.0821918,3,1,1,0,0,0,0,3,0,0,0,0,28.5,44,44,0.8,4,4,28.6,71,71,,,,,,,,,,,,,,,,,0,1,1,1,5,5,0,136,1,0,0.0725524,0,0.927448,0,0.0769231,0,0.931818,0.375173,0,0,0,1
yangyangwithgnu__hardseed,,cpp,1,7,35,3,54,292,160,47,1063,62,537,50,42,0,1528,93,19,1215,11,10,56,476,6,36,3.83333,1,41,7.71662,1.14815,0,11,0.191781,0,8,0.665336,0.191781,0,7,0.724475,0.0136986,0,2,0.919355,8,0.351852,0.351852,3,2,1.63158,0,0,0,0,6,0,0,0,0,4,12,12,0.857143,3,3,5,22,22,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,54,1,0,0,0,1,0,0,0,1,0,0,0,0,1
yedf2__handy,,cpp,1,7,66,9,111,658,477,67,1766,166,981,77,73,0,2745,152,35,2215,58,51,480,1400,28,170,4.9009,2,38,7.19854,1.4955,0,21,0.729483,0,20,1.77703,0.729483,0,40,2.93854,0.0410334,0,1,2,18,0.315315,0.315315,13,2,1.08571,0,0,0,0,3,2,0.777778,3,3,9.55556,61,61,0.857143,6,6,9.42857,34,34,,,,,,,,,,,,,,,,,0,1,1,1,5,7,0,99,1,0.0182963,0,0,0.981704,0.0655738,0,0,1,0.0980678,0,0,0,1
yuesong-feng__30dayMakeCppServer,,cpp,1,37,293,0,32,263,191,39,1078,76,548,423,330,0,3052,1,0,1236,3,33,110,587,8,12,7.1875,0.5,43,11.7565,2.375,0,15,0.418251,0,26,2.0208,0.418251,0,11,1.16016,0.0304183,0,8,0.986842,11,0,0,0,,,0,0,0,0,6,,,,,,,,0.972973,2,16,7.91892,20,22,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,32,1,,,,,,,,,,,,,
zeek__zeek,,cpp,1,181,829,269,490,2705,1490,235,7697,727,3704,109,1010,0,12512,1930,51,8912,22,23,183,2782,41,214,3.52041,1,73,7.8945,1.48367,0,28,0.0676525,0,5,0.328903,0.0654344,0,7,0.370551,0.012939,0,2,0.405777,30,0.104082,0.104082,14,2,1.16667,0,0,0,0,8,3,0.959108,1,59,1.52788,2,68,0.994475,1,44,4.58011,7,182,,,,,,,,,,,,,,,,,0,1,1,1,3,3,0,484,1,0.00141066,0.00971713,0,0.988872,0.142857,1,0,1,0.0138278,0,0.00641026,0,0.99359
zeromq__libzmq,,cpp,1,19,456,2,411,2894,1165,228,10873,887,4915,1181,475,0,16258,363,74,12093,17,221,3941,8121,50,733,3.38929,0,84,7.74498,2.15815,0,90,1.36178,1,35,2.19129,1.35695,0,381,9.78879,0.0107118,0,3,1.95378,25,0.180049,0.180049,15,4,1.9375,0,0,0,0,6,1,0.5,1,1,78,156,156,0.947368,5,8,24,147,272,,,,,,,,,,,,,,,,,0,1,1,1,3,5,0,403,1,0,0.0320513,0,0.967949,0,0.0320513,0,0.967949,0.204577,0,0,0,1
zeux__meshoptimizer,,cpp,1,6,46,1,246,818,19,4,8103,727,3336,48,52,0,9280,173,0,8006,45,23,943,7752,73,475,0.0934959,0,2,0.407499,2.95528,1,47,1.15281,0,57,2.99427,1.11858,0,42,3.4289,0.0855746,0,2,3.26547,55,0,0,0,,,0,0,0,0,3,0,0,0,0,23,23,23,0.833333,5,5,7.66667,17,17,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,246,1,0,0,0,1,0,0,0,1,0,0,0,0,1
zhedahht__CodingInterviewChinese2,,cpp,1,81,93,0,24,322,22,8,2483,28,930,10,174,0,3285,4,1,2494,2,7,522,1691,5,13,1.25,0,8,1.9632,1.16667,0,5,1.62112,0,53,5.09103,1.61801,1,19,2.65045,0,0,0,2.42857,13,0.0416667,0.0416667,1,1,1,0,0,0,0,3,,,,,,,,0.987654,0,80,1.14815,1,10,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,24,1,,,,,,,,,,,,,
